,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
122,Incarnate Word,12,6,6,0.5,-0.55,2.89,,1,2,,5,0,,0,5,,998,884,,68.7,121.1,0.34,0.387,0.579,54.5,47.6,9,6.8,0.553,12.5,37,0.239
123,Indiana,13,10,3,0.769,20.77,2.15,,1,1,,9,0,,0,2,,1101,859,,70.5,120.1,0.396,0.505,0.613,53.7,67.5,8.8,7.3,0.575,13.7,29.9,0.306
124,Indiana State,13,7,6,0.538,-6.46,-3.55,,0,2,,5,1,,2,4,,993,952,,71,104.6,0.315,0.467,0.555,49.3,62.9,9.3,5.9,0.525,16.4,26.1,0.226
125,Iona,13,9,4,0.692,-0.39,-2.39,,1,1,,4,1,,4,1,,1046,1020,,72.6,108.7,0.301,0.408,0.56,47.3,49.3,10.4,7.3,0.531,13.8,26.1,0.218
126,Iowa,12,10,2,0.833,21.73,1.15,,1,1,,7,0,,0,2,,966,719,,64.7,124.5,0.404,0.397,0.634,52.8,61.5,13,7.1,0.608,13.7,32.3,0.296
127,Iowa State,12,12,0,1,29.28,1.78,,,,,7,0,,1,0,,1086,756,,71,127.5,0.334,0.358,0.624,54.5,56.1,14.8,10,0.609,12.5,36.7,0.229
128,IU Indy,14,4,10,0.286,-14.43,-2.26,,0,3,,3,3,,1,6,,1236,1285,,81.3,108.6,0.216,0.468,0.548,44.6,64.8,13,9.2,0.528,13.9,29.1,0.154
129,Jackson State,12,1,11,0.083,-20.95,7.13,,,,,0,1,,1,8,,729,1066,,71.1,85.4,0.26,0.453,0.471,40.2,46.6,9.4,7.3,0.433,19.3,22.8,0.192
130,Jacksonville,13,5,8,0.385,-14.56,-0.38,,,,,3,0,,1,7,,988,984,,69.2,108.8,0.308,0.436,0.549,51.8,50.3,10.4,8.2,0.525,15.7,34.2,0.209
131,Jacksonville State,11,5,6,0.455,-10.18,-6.3,,,,,4,3,,1,2,,821,696,,68.3,109.2,0.38,0.438,0.531,54.7,52.7,9.2,9.4,0.505,13.8,34.6,0.243
132,James Madison,13,7,6,0.538,-7.41,-5.99,,0,2,,5,0,,1,6,,986,989,,67.7,111,0.354,0.457,0.556,50.3,53,8.8,14.2,0.522,14,30.7,0.256
133,Kansas,13,10,3,0.769,22.91,10.37,,,,,6,1,,1,1,,986,823,,67.3,111.6,0.322,0.378,0.569,53.4,58.2,7.9,17.5,0.535,14,29.2,0.241
134,Kansas City,13,2,11,0.154,-13.39,4.25,,,,,2,3,,0,8,,910,1071,,73.7,95,0.348,0.346,0.505,46.5,48.8,9.4,5.8,0.467,17.9,29,0.242
135,Kansas State,12,8,4,0.667,15.95,4.95,,,,,6,2,,1,1,,1056,924,,74.3,118.5,0.311,0.417,0.604,53.4,60.8,9.2,12.1,0.582,15.1,35.1,0.222
136,Kennesaw State,12,8,4,0.667,-0.21,-3.09,,0,1,,5,1,,2,1,,1120,912,,77.1,118.6,0.428,0.417,0.574,56.9,47,10.1,12.7,0.546,14.1,40.2,0.291
137,Kent State,12,10,2,0.833,2.62,-4.28,,1,0,,7,1,,1,1,,1132,956,,76.8,120.3,0.432,0.457,0.618,55.5,61.4,10,11.7,0.586,15.9,35.4,0.318
138,Kentucky,13,9,4,0.692,23.29,6.14,,,,,8,1,,0,1,,1104,881,,70.3,120.7,0.332,0.416,0.586,55.2,60.4,10.8,13.4,0.555,12.4,34.7,0.248
139,La Salle,13,4,9,0.308,-8.14,-0.06,,,,,3,1,,0,5,,862,930,,66.6,99.5,0.332,0.285,0.504,53.3,58.1,9.9,8.3,0.462,17.6,37.3,0.244
140,Lafayette,13,3,10,0.231,-14.71,-4.54,,,,,3,3,,0,7,,913,1000,,69,101.8,0.319,0.397,0.522,46.8,52.7,8,5.7,0.487,15.1,27.6,0.229
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
141,Lamar,11,5,6,0.455,-6.92,-2.47,,0,2,,3,3,,2,2,,802,758,,69.1,104.4,0.262,0.349,0.516,52.5,59.1,12.1,16.8,0.492,14.7,33.9,0.177
142,Le Moyne,12,5,7,0.417,-12.68,-5.22,,,,,2,1,,2,5,,916,954,,70.4,108.5,0.369,0.404,0.578,48.8,59.7,9.1,11.7,0.541,17,28.2,0.277
143,Lehigh,13,4,9,0.308,-11.97,-2.97,,,,,3,2,,0,6,,914,965,,68.8,100.2,0.32,0.438,0.536,45.6,52.2,10.2,8,0.507,17,25.8,0.222
144,Liberty,11,8,3,0.727,5.43,1.31,,,,,6,0,,1,1,,882,718,,65.7,122,0.244,0.492,0.635,49.6,60.4,10.4,10.5,0.633,12.3,20.7,0.151
145,Lindenwood,13,8,5,0.615,-5.48,-1.78,,2,0,,5,0,,2,5,,1080,929,,75.7,109.8,0.385,0.314,0.549,53.3,55.6,12.4,12.4,0.519,14.8,35.1,0.26
146,Lipscomb,12,7,5,0.583,2.7,3,,,,,5,0,,2,5,,1000,895,,74.6,111.7,0.254,0.486,0.572,49.4,67.6,11.8,8.4,0.543,14.8,28.7,0.196
147,Little Rock,13,4,9,0.308,-19.58,-3.76,,1,1,,2,1,,2,8,,892,1023,,70,98.1,0.293,0.301,0.526,48.5,52.7,12.2,12.2,0.51,19.9,32.2,0.179
148,Long Beach State,13,3,10,0.231,-5.91,4.6,,0,2,,3,3,,0,7,,936,1029,,69.2,102.1,0.27,0.358,0.521,49.2,46,10,6.4,0.492,15,30.3,0.191
149,Long Island University,12,6,6,0.5,-5.11,-1.36,,,,,2,1,,4,5,,922,967,,71.5,106.4,0.351,0.294,0.557,48.7,47.4,12.2,12.6,0.537,17.7,34.6,0.225
150,Longwood,14,7,7,0.5,-14.3,-9.55,,,,,4,2,,2,4,,1073,1047,,71,106.1,0.476,0.338,0.55,53.9,51,12.1,7.2,0.492,17.1,34.8,0.364
151,Louisiana,13,2,11,0.154,-16.11,-3.96,,1,1,,1,3,,1,8,,748,906,,64.2,89.6,0.288,0.407,0.476,47.3,45.1,8.1,9,0.446,17.7,26.5,0.191
152,Louisiana State,12,11,1,0.917,15.97,-1.2,,,,,7,0,,1,0,,1067,861,,70.4,125.1,0.466,0.35,0.619,55.9,51.8,8.7,11.3,0.573,13.2,35.1,0.365
153,Louisiana Tech,11,7,4,0.636,-7.31,-8.93,,,,,7,0,,0,4,,786,610,,66.2,107.9,0.294,0.32,0.528,58.1,48.2,11.3,16.4,0.508,15.9,39.7,0.188
154,Louisiana-Monroe,13,3,10,0.231,-20.09,-5.64,,0,2,,3,3,,0,6,,951,1067,,71.3,100.7,0.374,0.431,0.533,46,56,8.5,8.5,0.492,16.4,24.9,0.272
155,Louisville,12,10,2,0.833,26.03,2.62,,,,,8,0,,0,2,,1099,818,,73.7,124.3,0.393,0.554,0.611,55.4,63.6,11.2,9.2,0.575,13.4,35.4,0.301
156,Loyola (IL),13,4,9,0.308,-10.02,-2.63,,,,,3,4,,0,1,,902,998,,64.8,107,0.411,0.489,0.539,49.3,58.6,5.2,12,0.5,15.3,32.4,0.289
157,Loyola (MD),13,4,9,0.308,-17.1,-7.74,,,,,3,2,,0,6,,985,1002,,70.3,107.7,0.337,0.457,0.546,50.1,54.4,9.5,9.8,0.526,15.6,32,0.216
158,Loyola Marymount,13,9,4,0.692,4.86,-2.3,,,,,6,3,,2,0,,1028,859,,70.4,111.3,0.31,0.439,0.574,51.7,54.8,10.3,13.1,0.557,15.7,31.2,0.202
159,Maine,14,1,13,0.071,-17.88,-5.66,,,,,0,3,,1,8,,817,988,,65,89.8,0.339,0.352,0.51,43.3,48.5,12.1,11.3,0.488,20.8,24.5,0.209
160,Manhattan,13,5,8,0.385,-14.9,-3.74,,1,1,,3,2,,0,6,,1016,1084,,70.8,108.3,0.384,0.374,0.55,45.4,52.5,11.8,7.4,0.504,13.9,28.8,0.292
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
161,Marist,11,8,3,0.727,0.08,-8.22,,2,0,,6,1,,2,2,,810,695,,68.7,107.2,0.245,0.382,0.552,52.8,60.5,11.5,8.9,0.523,15.3,30.5,0.187
162,Marquette,13,5,8,0.385,2.84,3.22,,0,2,,5,3,,0,3,,1000,1005,,71.9,105,0.356,0.422,0.515,49.4,57.9,12.7,7.7,0.476,13.1,32.1,0.252
163,Marshall,13,8,5,0.615,1.6,0.27,,0,1,,6,1,,2,4,,1039,973,,71.7,111.5,0.285,0.46,0.572,52.9,61.8,7.9,15.9,0.541,16.2,34.4,0.216
164,Maryland,12,6,6,0.5,2.32,5.65,,0,2,,3,2,,1,2,,926,966,,71.4,106.9,0.486,0.434,0.544,50.9,46.9,8.1,7.1,0.488,16.7,34.9,0.365
165,Maryland-Baltimore County,12,6,6,0.5,-10.88,-4.88,,,,,4,2,,2,4,,884,873,,69.1,105.6,0.276,0.415,0.559,50.8,51.4,6.8,8.3,0.536,16.3,26.5,0.193
166,Maryland-Eastern Shore,17,4,13,0.235,-16.42,0.05,,,,,2,1,,1,12,,1078,1256,,65.5,94.8,0.228,0.341,0.517,49.4,57.5,7.8,7.9,0.498,20.5,30.9,0.151
167,Massachusetts,13,9,4,0.692,0.82,-4.43,,0,1,,6,2,,0,0,,1033,919,,73.8,107.7,0.36,0.338,0.542,55.8,63.7,9.9,6.4,0.518,16.3,36.7,0.235
168,Massachusetts-Lowell,14,5,9,0.357,-15.29,-1.74,,,,,4,1,,1,8,,1092,1117,,72.2,108.1,0.422,0.319,0.555,52.3,50.4,7.8,7.2,0.528,16.6,35.1,0.277
169,McNeese State,12,10,2,0.833,11.67,-0.83,,3,1,,5,0,,2,2,,1056,787,,70,125.7,0.366,0.324,0.607,53.3,53,16.3,16.2,0.57,12.5,40.2,0.285
170,Memphis,12,5,7,0.417,10.11,10.28,,,,,5,2,,0,3,,905,907,,71.6,104.2,0.344,0.357,0.519,50.6,52.7,12.6,12.3,0.483,16.5,37.6,0.241
171,Mercer,12,7,5,0.583,0.03,2.93,,,,,5,0,,2,5,,966,906,,72.7,110.7,0.328,0.423,0.543,48.5,49.6,12.8,8.6,0.515,12.8,31.6,0.226
172,Mercyhurst,13,5,8,0.385,-12.11,-4.47,,,,,4,0,,1,8,,866,870,,66.1,100.8,0.228,0.324,0.514,47.9,57.3,12.1,12.2,0.501,14.4,27.5,0.138
173,Merrimack,13,6,7,0.462,-10.62,-3.39,,2,0,,3,0,,2,5,,842,936,,65,99.7,0.348,0.486,0.509,40,54.9,11.6,12.1,0.458,13.6,23.9,0.27
174,Miami (FL),13,11,2,0.846,18.07,-3.7,,,,,9,0,,1,0,,1163,880,,72.5,123.5,0.368,0.325,0.601,56.9,60.1,12.2,11,0.583,13.6,39.8,0.244
175,Miami (OH),13,13,0,1,3.41,-9.99,,1,0,,7,0,,5,0,,1236,924,,73.1,128.8,0.356,0.445,0.667,54.1,54.7,10.5,8.9,0.643,13,27.2,0.272
176,Michigan,11,11,0,1,39.13,9.86,,2,0,,5,0,,2,0,,1049,727,,75,125.7,0.366,0.436,0.636,57.3,63.8,9.8,16.3,0.616,14.3,35,0.262
177,Michigan State,12,11,1,0.917,22.78,8.11,,2,0,,6,1,,1,0,,936,760,,67.3,115.9,0.342,0.337,0.557,59.7,69.7,8.9,16.9,0.521,14.4,41.1,0.253
178,Middle Tennessee,11,7,4,0.636,4.88,10.5,,1,0,,5,1,,1,1,,858,785,,71.2,109.6,0.283,0.436,0.537,51.1,50.8,9.5,13.4,0.51,13.3,32.8,0.199
179,Milwaukee,12,6,6,0.5,-5.66,0.16,,2,0,,4,1,,1,5,,966,975,,71.3,112.8,0.316,0.385,0.531,51.8,50.9,9.3,7.5,0.503,11.2,35.8,0.216
180,Minnesota,12,7,5,0.583,6.83,-0.34,,1,1,,7,0,,0,2,,885,799,,65.4,111.6,0.475,0.423,0.57,53.5,73.5,11.3,9.5,0.535,15.3,33.2,0.325
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
181,Mississippi,12,7,5,0.583,9.45,3.62,,,,,5,1,,0,1,,891,821,,67.4,110.2,0.39,0.368,0.555,50.5,56.2,11.1,15.7,0.516,14,31,0.285
182,Mississippi State,12,7,5,0.583,6.57,5.32,,,,,5,1,,1,0,,945,930,,71.4,108.1,0.325,0.407,0.543,50.4,45.4,9.1,10.9,0.516,13.9,29.8,0.221
183,Mississippi Valley State,13,1,12,0.077,-29.75,1.5,,,,,1,1,,0,9,,835,1174,,72.3,87.1,0.297,0.309,0.487,45,53.5,10.3,10.5,0.443,21.1,27.1,0.225
184,Missouri,13,10,3,0.769,8.64,-3.66,,,,,9,0,,1,2,,1089,929,,69.5,120.5,0.386,0.367,0.606,55.7,49.7,11.8,10.6,0.586,15.8,38.8,0.262
185,Missouri State,11,6,5,0.545,-7.87,-0.12,,,,,6,2,,0,3,,819,793,,68.8,108.3,0.393,0.404,0.536,50.6,53.8,10.2,9.8,0.504,13.7,33,0.264
186,Monmouth,13,6,7,0.462,-7.02,-5.1,,,,,4,1,,1,5,,951,946,,68.5,105.8,0.35,0.311,0.536,50.7,55.5,11.2,13.9,0.495,14.7,32.5,0.26
187,Montana,13,6,7,0.462,-4.19,3.48,,,,,4,4,,2,3,,1052,973,,73.6,109.9,0.384,0.422,0.598,52.6,57.7,7.6,6.9,0.566,17.6,26.1,0.282
188,Montana State,13,6,7,0.462,1.76,3.86,,,,,3,1,,2,6,,1025,900,,68.1,114.6,0.279,0.478,0.576,51.5,43.8,10.3,6.5,0.551,13.5,30.2,0.202
189,Morehead State,12,5,7,0.417,-13.84,-1.74,,2,0,,3,0,,1,7,,903,949,,70.6,105.5,0.348,0.312,0.533,50.1,49.4,11,8.8,0.499,16,35.5,0.245
190,Morgan State,13,2,11,0.154,-22.74,-4.49,,,,,2,4,,0,7,,897,1092,,70.3,98.1,0.4,0.318,0.506,48.2,52.3,6.9,7.7,0.454,17,31.9,0.297
191,Mount St. Mary's,13,4,9,0.308,-15.44,-4.77,,0,2,,2,2,,2,7,,891,988,,70,97,0.304,0.474,0.541,50.8,63.2,8.5,9.7,0.522,21.2,28.7,0.194
192,Murray State,13,10,3,0.769,9.33,-1.9,,2,0,,6,0,,1,1,,1161,1015,,73.5,121.5,0.416,0.463,0.606,52.8,53.5,7.7,7.6,0.568,14.2,36.5,0.315
193,Navy,13,8,5,0.615,-5.73,-8.55,,,,,5,1,,2,3,,950,839,,67.5,108.3,0.422,0.333,0.553,54.1,59.2,11.2,7.8,0.504,15.7,33.1,0.32
194,NC State,13,9,4,0.692,21.52,5.37,,,,,7,1,,0,1,,1148,938,,71,123.1,0.353,0.463,0.613,52.8,57.4,11.3,10.6,0.582,12.4,29.8,0.268
195,Nebraska,12,12,0,1,20.8,4.64,,2,0,,8,0,,1,0,,1000,806,,70.5,118.2,0.29,0.501,0.595,51.5,64.3,9.6,8.4,0.57,12,27.2,0.215
196,Nevada,12,9,3,0.75,10.52,5.19,,1,0,,7,1,,1,1,,932,868,,67.2,114.4,0.486,0.294,0.546,51.5,57.9,10.1,13.1,0.49,11.1,33.6,0.363
197,Nevada-Las Vegas,11,5,6,0.455,1.1,1.55,,1,0,,3,3,,2,0,,893,898,,74.7,108.7,0.466,0.359,0.551,49.1,56.2,11.9,10.8,0.514,14.9,32.4,0.32
198,New Hampshire,12,4,8,0.333,-13.8,-0.4,,,,,4,1,,0,7,,842,866,,69.8,99.4,0.252,0.409,0.501,48.8,41.6,9.7,8.9,0.473,13.7,26.7,0.174
199,New Haven,12,5,7,0.417,-14.98,-1.87,,,,,4,2,,1,5,,800,793,,66.3,100.6,0.258,0.388,0.519,50.6,48.8,12.3,7.4,0.499,15.9,28.6,0.168
200,New Mexico,12,10,2,0.833,12.07,1.98,,1,0,,8,0,,1,1,,984,823,,71.6,114.5,0.385,0.482,0.583,51.8,55.8,10.9,11.1,0.54,14.2,30,0.298
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
201,New Mexico State,10,7,3,0.7,3.71,-0.55,,1,0,,5,0,,0,1,,749,688,,69.9,107.1,0.38,0.368,0.533,52.2,50.4,11.2,11.1,0.492,14.1,33.7,0.271
202,New Orleans,11,3,8,0.273,-5.37,6.45,,1,1,,1,1,,2,7,,791,921,,70.6,100.7,0.381,0.383,0.534,49.3,55.3,8.3,10.4,0.49,18.7,32.2,0.281
203,Niagara,12,3,9,0.25,-22.08,-6.62,,0,2,,2,1,,1,7,,753,900,,65.6,95.6,0.295,0.389,0.51,44.8,57.9,9.4,10.1,0.475,16.4,23.9,0.213
204,Nicholls State,11,3,8,0.273,-5.85,3.55,,2,0,,3,0,,0,8,,831,857,,71.4,105.9,0.349,0.438,0.536,46.7,50.9,13.9,6,0.512,13.9,28.4,0.226
205,NJIT,13,4,9,0.308,-19.94,-2.86,,,,,2,2,,2,7,,809,1031,,70.1,88.8,0.329,0.476,0.484,44,50.4,6.3,8.3,0.447,18.4,23.4,0.225
206,Norfolk State,15,6,9,0.4,-7.79,1.38,,,,,4,1,,1,6,,1145,1112,,71,107.6,0.367,0.291,0.535,51.5,42.8,9.7,9.1,0.51,14.3,33.3,0.237
207,North Alabama,11,5,6,0.455,-10.93,-0.82,,,,,3,1,,2,5,,778,831,,66.9,104.5,0.352,0.34,0.51,49.8,44,10.1,13.9,0.474,13.5,32.4,0.243
208,North Carolina,13,12,1,0.923,21.26,3.42,,,,,9,0,,1,0,,1058,826,,69.2,117.5,0.405,0.424,0.575,55.6,61,8.2,9.8,0.547,12.5,35.1,0.277
209,North Carolina A&T,11,7,4,0.636,-10.21,-9.87,,,,,4,0,,3,3,,842,799,,71.4,107.2,0.568,0.332,0.553,54.2,50.9,8.8,11.6,0.506,16.6,33,0.392
210,North Carolina Central,14,4,10,0.286,-17.52,4.99,,,,,4,2,,0,8,,1017,1088,,71.4,101.7,0.396,0.332,0.515,45.5,59.2,13.8,10.8,0.466,14.7,29.6,0.291
211,North Dakota,15,5,10,0.333,-12.63,-0.4,,,,,3,4,,2,5,,1105,1148,,71.6,102,0.337,0.393,0.516,47.4,45.8,13.5,7.7,0.484,13.9,28.6,0.229
212,North Dakota State,15,10,5,0.667,0.32,-2.84,,,,,6,0,,3,4,,1213,1053,,71.2,112.7,0.337,0.411,0.559,52.2,54.9,13.1,8.2,0.526,13.9,33.8,0.245
213,North Florida,12,2,10,0.167,-17,6.7,,,,,2,1,,0,7,,945,1083,,75.1,104.9,0.263,0.509,0.558,42,51.4,9.2,3.2,0.529,16.8,26.5,0.198
214,North Texas,13,9,4,0.692,-0.31,-1.68,,,,,7,1,,1,2,,929,827,,66.8,105.9,0.426,0.371,0.549,49.9,56.8,13.9,15.8,0.512,16.4,31.7,0.295
215,Northeastern,11,4,7,0.364,-4.4,-1.95,,,,,1,2,,2,5,,809,836,,69.4,104.7,0.355,0.364,0.546,48.6,55.4,11.4,11.1,0.513,16.7,29.9,0.251
216,Northern Arizona,12,5,7,0.417,-8.47,0.73,,,,,5,1,,0,5,,865,896,,70,103,0.309,0.33,0.537,47.3,48.1,11.4,8.8,0.518,14.9,25.4,0.197
217,Northern Colorado,12,9,3,0.75,0.69,-1.87,,,,,4,1,,4,1,,1043,909,,70.3,119.9,0.281,0.461,0.615,55.2,57.5,6.3,5.5,0.592,14,30.9,0.21
218,Northern Illinois,12,5,7,0.417,-13.34,-1.64,,1,0,,4,1,,1,6,,926,940,,71,108.6,0.409,0.437,0.54,53.2,53.7,9.3,4.4,0.508,17.5,39.7,0.274
219,Northern Iowa,12,9,3,0.75,9.54,1.17,,1,0,,6,1,,2,1,,854,697,,65,107.3,0.27,0.421,0.559,47.6,65.9,12.1,12.2,0.54,12.8,20.6,0.182
220,Northern Kentucky,14,9,5,0.643,-3.35,-3.71,,1,2,,7,2,,2,3,,1180,1052,,73.3,115,0.312,0.439,0.577,52.1,52.6,13.8,11.3,0.548,15.3,36.6,0.228
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
221,Northwestern,12,7,5,0.583,12.69,2.27,,0,2,,5,1,,1,1,,967,842,,68.8,117.1,0.395,0.338,0.583,50.2,64.4,8.1,10.5,0.545,12.1,31.2,0.295
222,Northwestern State,11,3,8,0.273,-12.6,2.4,,1,1,,2,1,,1,7,,816,878,,68,107.8,0.419,0.373,0.563,46.5,52.4,10.6,6.8,0.519,16.2,28.9,0.313
223,Notre Dame,13,9,4,0.692,11.46,3.15,,,,,7,1,,1,1,,997,889,,66.5,114.2,0.329,0.416,0.577,55.4,48.3,7.4,6.2,0.55,15.2,33.3,0.234
224,Oakland,13,6,7,0.462,3,9.58,,2,0,,3,0,,2,6,,1079,1092,,73.3,113.2,0.344,0.333,0.57,47.4,53.9,10.3,7.7,0.536,12.7,27.5,0.253
225,Ohio,13,6,7,0.462,-1.49,4.78,,0,1,,5,3,,0,2,,1002,995,,70.6,108.1,0.368,0.377,0.551,48.9,50,9.3,8.5,0.524,14.6,30.4,0.247
226,Ohio State,12,9,3,0.75,17.05,2.72,,1,1,,7,1,,1,1,,1035,863,,69.6,121.4,0.412,0.408,0.619,54.2,58.1,7.3,6.5,0.578,13.6,32,0.325
227,Oklahoma,12,9,3,0.75,13.64,-0.61,,,,,6,0,,1,1,,1043,872,,70.6,123.1,0.345,0.463,0.587,53.6,54.8,9.8,10.6,0.558,11.4,35.4,0.25
228,Oklahoma State,12,11,1,0.917,13.78,1.95,,,,,9,0,,0,0,,1083,941,,77.4,116.6,0.394,0.354,0.592,54.1,51.8,9.7,9.3,0.555,15.2,33.1,0.294
229,Old Dominion,13,4,9,0.308,-6.3,0.2,,1,1,,4,1,,0,8,,965,1003,,70.9,104.7,0.342,0.388,0.539,48.9,49.7,7.8,9,0.498,14.5,26.4,0.257
230,Omaha,14,7,7,0.5,-8.02,-0.52,,,,,5,1,,2,4,,1102,1083,,69.1,112.9,0.327,0.43,0.582,51.1,52.3,9.4,7.9,0.552,15.3,30,0.239
231,Oral Roberts,15,5,10,0.333,-7.76,4.08,,,,,4,3,,0,6,,1105,1148,,71.6,102.9,0.403,0.47,0.548,48.7,47.5,9.8,8.5,0.497,18.2,29.6,0.312
232,Oregon,12,6,6,0.5,12.09,9.18,,0,2,,6,1,,0,1,,936,901,,69.8,111.8,0.404,0.449,0.551,53.4,59.2,9,11.7,0.51,15.5,38.1,0.295
233,Oregon State,13,7,6,0.538,0.68,0.22,,,,,6,2,,1,1,,952,946,,67.2,106.9,0.43,0.476,0.572,47.8,59.2,9.1,12.4,0.521,16.6,26.2,0.336
234,Pacific,13,9,4,0.692,3.57,0.48,,,,,5,0,,2,4,,992,877,,67.5,113,0.316,0.364,0.584,56.8,52.1,8.4,8.5,0.551,16.9,35.5,0.243
235,Penn State,12,8,4,0.667,2.2,-1.05,,0,2,,6,1,,1,1,,938,899,,68.3,114.5,0.348,0.342,0.571,49.3,47.4,11.7,5.6,0.54,11.7,29.4,0.25
236,Pennsylvania,11,6,5,0.545,-6.55,-3.05,,,,,5,1,,1,3,,861,849,,71.7,109.1,0.406,0.336,0.544,51.4,56.5,8.4,8.7,0.508,14.7,33.7,0.282
237,Pepperdine,13,5,8,0.385,-4.64,-1.28,,,,,4,4,,1,3,,968,960,,68.4,107.8,0.32,0.396,0.549,52.5,55.9,8,7.8,0.507,16.2,35.8,0.251
238,Pittsburgh,13,7,6,0.538,7.98,1.75,,,,,6,3,,0,2,,962,881,,65.4,113.1,0.329,0.415,0.558,53.7,50.9,10.1,11.1,0.533,14.8,35.5,0.226
239,Portland,13,7,6,0.538,-3.24,1.94,,,,,7,2,,0,4,,1062,1065,,75,107.9,0.371,0.323,0.582,52.4,64.2,8.7,10.6,0.551,17.9,30,0.267
240,Portland State,11,6,5,0.545,-3.07,-1.32,,,,,4,1,,2,4,,882,775,,71.8,111.7,0.314,0.357,0.561,54,56.4,11.1,11.9,0.539,15.8,36.2,0.212
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
241,Prairie View,12,5,7,0.417,-11.56,2.81,,,,,4,0,,0,6,,1012,941,,77.3,109,0.409,0.299,0.561,47.3,41.7,13.5,11.5,0.512,14.2,28.1,0.317
242,Presbyterian,14,6,8,0.429,-11.43,-4.34,,,,,4,1,,1,7,,949,962,,65.4,103.6,0.356,0.33,0.53,54.2,55.2,9.1,11.8,0.498,17.6,37.1,0.243
