,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
243,Princeton,14,3,11,0.214,-9.18,-1.26,,,,,3,1,,0,6,,952,1014,,67.4,100.9,0.328,0.475,0.52,50.9,57.1,7.3,5.8,0.486,15.8,27.9,0.23
244,Providence,13,7,6,0.538,8.53,2.45,,0,2,,6,1,,0,2,,1167,1088,,73.8,118.2,0.34,0.425,0.595,50.8,53.6,9.4,12.3,0.556,13.2,30.3,0.269
245,Purdue,12,11,1,0.917,27.62,9.2,,2,0,,6,1,,2,0,,1019,798,,67,126.7,0.274,0.389,0.611,58.3,65.2,8.1,11.9,0.587,13,42.1,0.206
246,Purdue Fort Wayne,14,8,6,0.571,-3.98,2.2,,2,1,,7,0,,1,6,,1188,1092,,73.5,115.4,0.275,0.436,0.586,46.5,48.1,13.8,10.6,0.564,12.4,25.1,0.198
247,Queens (NC),12,5,7,0.417,-4.57,0.34,,,,,5,0,,0,6,,1008,1051,,71.5,116.3,0.338,0.494,0.592,47.6,57.3,7.3,7.8,0.565,14.6,31.7,0.246
248,Quinnipiac,13,9,4,0.692,-1.46,-2.21,,2,0,,5,1,,4,3,,1024,955,,72.5,108.6,0.289,0.337,0.535,49.8,48.8,13,12.6,0.508,13.2,33.4,0.201
249,Radford,14,6,8,0.429,-8.91,-4.57,,,,,6,2,,0,4,,1150,1137,,74.6,110.1,0.376,0.5,0.553,49.1,53.4,11.4,10.2,0.52,14.8,32.5,0.264
250,Rhode Island,13,9,4,0.692,4.67,-3.17,,,,,6,1,,1,1,,977,875,,66.9,112.3,0.393,0.421,0.574,51.5,44.6,14.4,11.1,0.535,16.5,35.4,0.293
251,Rice,13,6,7,0.462,-5.85,0.24,,,,,5,2,,0,4,,990,939,,69.5,107.6,0.38,0.396,0.533,51.8,51.8,10.8,10.9,0.498,15.2,35.3,0.262
252,Richmond,12,10,2,0.833,7.52,-5.03,,,,,8,0,,1,1,,1006,840,,71.5,116,0.406,0.44,0.589,53.1,56.8,10.8,8.6,0.552,14,29.6,0.3
253,Rider,11,1,10,0.091,-19.8,0.5,,0,2,,1,2,,0,8,,665,836,,67.5,89.5,0.32,0.284,0.455,50.1,39.9,8.2,10.3,0.411,17.5,33.8,0.227
254,Robert Morris,14,10,4,0.714,-3.85,-4.77,,2,1,,7,0,,3,4,,1070,989,,66.3,112.2,0.264,0.379,0.548,55.4,58.5,9.1,7.1,0.527,15.3,40.3,0.181
255,Rutgers,12,6,6,0.5,-0.19,3.56,,0,2,,5,2,,0,2,,828,873,,67.1,102.8,0.412,0.339,0.511,49.2,46.2,8.8,9.6,0.468,14.6,33.4,0.286
256,Sacramento State,12,4,8,0.333,-8.34,4.66,,,,,4,1,,0,7,,919,954,,74.3,103.1,0.366,0.395,0.519,48.9,53.6,9.4,11.7,0.469,14.2,29.3,0.281
257,Sacred Heart,13,5,8,0.385,-12.03,-5.36,,1,1,,3,1,,2,7,,986,1009,,69.9,107.4,0.247,0.511,0.55,49.7,55.9,11.3,7.2,0.519,16.5,33.3,0.191
258,Saint Francis (PA),13,2,11,0.154,-23.28,2.36,,,,,2,2,,0,7,,891,1089,,72.5,94.5,0.211,0.377,0.497,47.9,52.2,10.8,7.7,0.473,16.9,28.7,0.147
259,Saint Joseph's,12,7,5,0.583,-8.34,-7.34,,,,,5,1,,0,4,,888,860,,70.8,104.6,0.333,0.428,0.519,53.1,60.1,8.6,13,0.472,15.2,35.8,0.26
260,Saint Louis,12,11,1,0.917,21.11,-2.31,,,,,9,0,,1,0,,1114,833,,75,123.7,0.374,0.436,0.627,59,57.9,10.1,7.8,0.591,15.1,37.1,0.293
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
261,Saint Mary's (CA),13,11,2,0.846,17.89,6.39,,,,,8,0,,1,0,,1028,836,,68.3,115.8,0.431,0.35,0.577,58.2,55.2,8.5,9.3,0.52,14.8,38.6,0.349
262,Saint Peter's,10,5,5,0.5,-11.1,-6.99,,2,0,,5,1,,0,4,,727,698,,67,107.1,0.311,0.449,0.521,47.6,53,16.5,10.1,0.478,13.7,33.1,0.24
263,Sam Houston,11,7,4,0.636,6.08,4.64,,0,1,,3,0,,2,4,,940,840,,73.9,115.6,0.331,0.402,0.56,55.1,51.2,10.2,10,0.521,13.9,39.7,0.253
264,Samford,13,7,6,0.538,-8.43,-1.79,,,,,4,1,,2,4,,1004,986,,70.2,107.9,0.384,0.478,0.531,49.7,54.3,7.2,7.4,0.501,11.8,27.3,0.254
265,San Diego,12,5,7,0.417,-5.62,0.83,,,,,4,3,,1,3,,882,924,,70,105,0.261,0.447,0.544,46.5,58,11.9,10,0.51,16.5,31.3,0.202
266,San Diego State,11,7,4,0.636,13.54,9.24,,1,0,,6,1,,0,0,,902,797,,70.1,114.3,0.343,0.328,0.575,52.1,58.3,10.8,15.2,0.54,15.5,35.6,0.258
267,San Francisco,13,8,5,0.615,5.63,0.96,,,,,5,1,,0,2,,1000,899,,67.2,114.4,0.404,0.474,0.578,53.3,58.8,8.2,9.9,0.547,14.7,34.1,0.284
268,San Jose State,12,5,7,0.417,-1.89,3.2,,0,1,,4,2,,0,4,,898,900,,66.8,110.9,0.33,0.354,0.551,50.4,43.1,9.3,5.5,0.52,15.1,35.7,0.236
269,Santa Clara,13,9,4,0.692,10.99,4.07,,,,,6,0,,1,1,,1028,915,,69.7,113.4,0.246,0.456,0.538,53.7,61.9,11.9,14.5,0.517,14.1,40.2,0.168
270,Seattle,13,11,2,0.846,6.11,-1.07,,,,,7,1,,3,0,,1053,865,,71.3,113.6,0.377,0.35,0.589,52.5,51.5,12.5,14.9,0.563,15.6,32,0.264
271,Seton Hall,13,11,2,0.846,13.89,1.5,,1,1,,7,1,,2,0,,970,809,,67.1,111.1,0.356,0.295,0.542,51.9,55.5,15.9,19.9,0.501,13.4,34.7,0.265
272,Siena,13,9,4,0.692,-3.37,-8.37,,2,0,,4,1,,3,3,,904,839,,65.6,105.9,0.368,0.313,0.53,52.2,49.7,11.1,8.8,0.492,14.2,32.4,0.26
273,South Alabama,13,9,4,0.692,-7.34,-8.92,,1,1,,2,1,,4,3,,974,906,,67.1,109.5,0.393,0.339,0.555,49.2,42.5,12.1,11,0.526,12.6,28,0.264
274,South Carolina,12,8,4,0.667,7.75,-3.67,,,,,8,1,,0,1,,957,820,,68.1,114.8,0.387,0.479,0.577,52.2,55.9,7.4,5.5,0.531,13.1,29.4,0.304
275,South Carolina State,14,1,13,0.071,-24.82,-1.59,,,,,1,2,,0,11,,923,1211,,71.3,92.5,0.352,0.313,0.479,45.7,49.5,9.5,8.3,0.447,17.6,32.1,0.224
276,South Carolina Upstate,15,8,7,0.533,-5.27,-2.52,,,,,6,1,,2,6,,1180,1058,,71.2,109.6,0.36,0.39,0.555,50.8,50.2,9.3,12,0.525,14.3,29.4,0.249
277,South Dakota,14,7,7,0.5,-8.09,-2.51,,,,,6,2,,0,5,,1168,1170,,73.4,111.7,0.466,0.304,0.548,51.8,40.3,10,6.4,0.502,14.6,37.2,0.333
278,South Dakota State,14,7,7,0.5,-0.88,-0.7,,,,,4,1,,2,2,,1050,966,,68.6,109.4,0.341,0.424,0.556,53.4,55,9,7.4,0.528,14.9,31.8,0.235
279,South Florida,12,7,5,0.583,12.07,3.41,,,,,5,0,,1,2,,1073,969,,75.7,116.9,0.434,0.435,0.556,52.1,57.3,12.9,12.3,0.509,12.8,38.8,0.324
280,Southeast Missouri State,13,6,7,0.462,-5.27,1.83,,1,1,,3,2,,2,5,,1028,999,,74.5,106.2,0.34,0.372,0.549,51.1,46.9,9.1,8.9,0.516,15.3,29.8,0.243
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
281,Southeastern Louisiana,12,4,8,0.333,-10.51,-3.88,,1,2,,1,2,,1,6,,787,834,,66.5,97.5,0.372,0.425,0.506,47.9,55,12.4,8.3,0.463,16.2,27.5,0.265
282,Southern,12,4,8,0.333,-11.02,5.54,,,,,3,0,,1,8,,1024,991,,76,109.9,0.342,0.336,0.558,50.1,49.6,13.3,9.7,0.534,15,32.1,0.229
283,Southern California,13,12,1,0.923,15.38,3.38,,1,1,,6,1,,2,0,,1162,979,,73,118.9,0.522,0.339,0.6,53.3,58.9,9.2,17.6,0.557,14.1,34.9,0.384
284,Southern Illinois,13,6,7,0.462,3.32,1.07,,0,2,,4,1,,1,5,,1024,956,,71.6,107.9,0.356,0.276,0.551,52.9,49.6,11.3,9.4,0.525,15.5,33,0.239
285,SIU Edwardsville,13,8,5,0.615,-9.48,-8.08,,1,1,,3,2,,4,3,,999,864,,69.2,110,0.318,0.36,0.538,52.8,49.2,12.4,11.6,0.511,13.6,33.8,0.217
286,Southern Indiana,12,3,9,0.25,-18.15,-6.85,,0,2,,2,3,,1,4,,859,918,,71.7,98.8,0.351,0.449,0.493,47.8,48,8.7,11.5,0.466,14.1,28.9,0.22
287,Southern Methodist,12,10,2,0.833,16.41,4.5,,,,,8,0,,1,1,,1074,931,,73.7,118.9,0.375,0.332,0.59,52.9,56.7,11.4,10,0.55,13.3,35.9,0.288
288,Southern Mississippi,13,7,6,0.538,-3.16,-2.43,,1,1,,4,1,,1,4,,994,943,,69.5,109,0.412,0.316,0.554,53.4,47.1,10.7,11.7,0.513,15.5,33.9,0.299
289,Southern Utah,13,4,9,0.308,-18.06,2.04,,,,,3,1,,0,8,,1010,1053,,74.1,104.9,0.269,0.377,0.543,50.7,51.6,7.8,9.9,0.515,15.8,28.8,0.195
290,St. Bonaventure,13,11,2,0.846,4.31,-1.77,,,,,7,0,,2,0,,1019,906,,67.8,114.5,0.301,0.316,0.564,54.2,57.5,12.2,14.6,0.531,15,38.6,0.226
291,St. John's (NY),12,8,4,0.667,23.53,9.36,,1,0,,7,1,,0,0,,1030,860,,73.8,116.3,0.458,0.367,0.578,52.4,56.7,11.7,13.3,0.533,14.8,38,0.34
292,St. Thomas,14,10,4,0.714,2.51,-2.08,,,,,6,0,,3,3,,1106,992,,70.4,112.2,0.321,0.451,0.591,47.1,56.9,12.7,7.6,0.567,12.4,19,0.229
293,Stanford,12,10,2,0.833,11.27,1.61,,,,,6,2,,1,0,,976,860,,71.6,113.7,0.448,0.411,0.558,54.7,48.3,12.3,8.8,0.515,13.7,36,0.325
294,Stephen F. Austin,11,9,2,0.818,4.97,-4.47,,2,0,,7,0,,2,2,,893,733,,69.4,117.1,0.26,0.4,0.55,53.3,51.5,10,12.5,0.539,11.4,35.5,0.159
295,Stetson,13,4,9,0.308,-19.11,-0.66,,,,,4,1,,0,7,,894,1049,,69.9,98.4,0.308,0.451,0.516,47.6,53,9.2,5.6,0.494,17,28.4,0.194
296,Stonehill,13,3,10,0.231,-16.69,-3.42,,,,,3,1,,0,8,,884,937,,69.6,96.8,0.245,0.402,0.512,53,53.1,6.8,9.9,0.488,18.1,30,0.168
297,Stony Brook,13,8,5,0.615,-5.92,-4.01,,,,,6,1,,1,3,,929,879,,67.9,104.2,0.293,0.428,0.526,48.5,51.7,10.9,10.4,0.495,14.5,28.5,0.207
298,Syracuse,13,9,4,0.692,9.3,-0.47,,,,,8,1,,0,0,,970,843,,67.6,109.3,0.421,0.364,0.54,49.4,48.3,10.3,18.8,0.523,13.4,32.1,0.248
299,Tarleton State,13,9,4,0.692,-0.78,-0.67,,,,,7,0,,2,4,,1048,921,,74.9,107.7,0.396,0.27,0.569,52.7,47.2,15.1,10,0.523,18.1,34.4,0.306
300,TCU,12,9,3,0.75,13.62,0.95,,,,,6,3,,1,0,,929,777,,69.2,110.7,0.378,0.385,0.551,53.3,56.2,11.6,15.5,0.513,13.9,34,0.274
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
301,Temple,13,8,5,0.615,-0.42,-3.51,,,,,6,1,,1,1,,1011,928,,66.3,117.3,0.458,0.364,0.583,50.2,52.2,7.8,12,0.541,11.4,27.4,0.337
302,Tennessee,12,9,3,0.75,21.92,4.26,,,,,7,0,,0,1,,986,774,,69.1,118.9,0.345,0.355,0.572,59.1,64,11.2,11.5,0.542,15,44.7,0.247
303,Tennessee State,12,7,5,0.583,-6.85,0.71,,1,1,,3,1,,3,4,,955,913,,76.4,104.2,0.356,0.308,0.527,53,44.7,14,8.4,0.484,16.1,34.7,0.265
304,Tennessee Tech,13,6,7,0.462,-6.93,2.57,,1,1,,4,2,,2,5,,1036,1017,,74.6,106.9,0.362,0.393,0.569,51.1,52.9,10.2,9.8,0.533,17.2,29,0.266
305,Tennessee-Martin,13,9,4,0.692,-2.12,-2.92,,1,1,,5,0,,3,3,,992,860,,70.9,107.7,0.404,0.464,0.548,56.6,59.3,13.1,12.6,0.519,18.2,38.5,0.269
306,Texas,13,9,4,0.692,14.45,-0.14,,,,,7,1,,0,1,,1143,927,,71.6,122.8,0.484,0.381,0.6,58.8,46.4,9,8,0.563,13.6,39.5,0.348
307,Texas A&M,12,9,3,0.75,14.71,-3.54,,,,,7,1,,1,1,,1140,921,,75.6,124.4,0.414,0.47,0.613,53.7,70.2,12.4,9,0.578,13.7,35.8,0.311
308,Texas A&M-Corpus Christi,11,5,6,0.455,-4.51,8.06,,1,1,,4,0,,1,6,,840,744,,73.2,104.3,0.321,0.334,0.524,54.1,56.6,11.9,11.1,0.499,15.3,33,0.21
309,Texas Southern,10,1,9,0.1,-15.98,9.35,,,,,1,3,,0,6,,709,879,,73.8,94.8,0.379,0.298,0.515,45.3,35.8,8.8,9.1,0.479,18.3,25.6,0.257
310,Texas State,14,8,6,0.571,-9.7,-6.7,,1,1,,8,1,,0,3,,1032,957,,69,106,0.36,0.252,0.544,55,50.9,13.6,12.7,0.502,17.1,36.8,0.27
311,Texas Tech,12,9,3,0.75,20.57,11.57,,,,,6,0,,0,1,,1002,894,,70,119.3,0.32,0.453,0.573,51.8,52.5,10,8.8,0.553,12.1,35,0.213
312,Texas-Rio Grande Valley,11,5,6,0.455,0.49,3.83,,1,1,,3,1,,2,5,,856,771,,69.5,112,0.252,0.403,0.57,51.3,57.3,9.2,7.4,0.55,14,29.1,0.178
313,The Citadel,13,3,10,0.231,-17.57,-2.17,,,,,3,3,,0,6,,914,986,,66.1,106.3,0.258,0.491,0.523,49.3,50,7.8,5.9,0.503,13,29.8,0.168
314,Toledo,12,6,6,0.5,0.06,1.76,,,,,4,2,,1,3,,995,935,,71.8,115.4,0.292,0.334,0.572,50.2,56.8,11,7.9,0.536,13.2,32.8,0.23
315,Towson,13,8,5,0.615,1.45,3,,,,,5,0,,0,4,,931,862,,66,108.5,0.261,0.375,0.52,56.8,41.3,10.7,9.4,0.496,14.2,39.1,0.177
316,Troy,13,8,5,0.615,0.24,0.6,,1,0,,3,1,,4,3,,1138,1023,,72.9,111.5,0.38,0.447,0.565,51.7,56.1,12.4,7.4,0.527,15.2,33.7,0.28
317,Tulane,13,9,4,0.692,-4.81,-1.81,,,,,7,2,,1,0,,954,978,,67.8,107.2,0.477,0.429,0.556,45.5,53.6,12.2,13.3,0.497,13.6,23.9,0.369
318,Tulsa,13,12,1,0.923,12.31,0.04,,,,,6,0,,2,1,,1162,933,,70.3,127.1,0.434,0.47,0.615,56.6,57.1,10.3,6.8,0.573,12.3,36.8,0.338
319,UAB,13,9,4,0.692,6.57,-2.68,,,,,6,2,,1,2,,1082,915,,72,115.6,0.361,0.312,0.54,56.8,49.6,12,9.6,0.506,10.8,37.7,0.251
320,UC Davis,11,6,5,0.545,0.65,2.45,,0,1,,4,1,,2,4,,849,840,,71.1,108.5,0.384,0.415,0.582,47.2,56,10.5,8,0.545,16.6,26.8,0.287
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
321,UC Irvine,14,9,5,0.643,3,1.09,,2,0,,5,3,,1,1,,1096,930,,71.6,108.4,0.38,0.296,0.542,52,62.6,10.1,16,0.513,14.2,32.4,0.254
322,UC Riverside,14,6,8,0.429,-9.07,1.1,,1,1,,3,1,,3,7,,1039,1095,,70.2,105.7,0.353,0.375,0.56,51,51.4,6.9,10.1,0.526,17.2,29.1,0.257
323,UC San Diego,12,10,2,0.833,8.99,-0.47,,1,0,,3,1,,3,1,,991,855,,69.7,118.5,0.346,0.426,0.6,51.6,53.5,11.2,6.1,0.583,13.2,28.8,0.233
324,UC Santa Barbara,13,9,4,0.692,1.63,-1.64,,2,0,,6,1,,1,2,,1032,930,,66.9,116.4,0.413,0.389,0.588,55.3,55.6,11.4,8.2,0.548,15.6,36.2,0.312
325,UCF,12,11,1,0.917,15.61,2.2,,,,,8,1,,1,0,,1060,899,,71.8,123,0.323,0.348,0.594,57.2,54.2,8.2,9,0.565,13.8,41.8,0.239
326,UCLA,13,10,3,0.769,17.22,4.45,,2,0,,9,0,,1,0,,1062,896,,68.8,118.8,0.372,0.348,0.595,50.9,58,10.7,11,0.559,13.1,32.5,0.284
327,UNC Asheville,14,6,8,0.429,-5.6,0.58,,,,,5,3,,0,5,,1032,1019,,68.8,106.2,0.37,0.364,0.568,51.6,45.8,8.3,7.2,0.538,18.2,30.7,0.26
328,UNC Greensboro,13,4,9,0.308,-10.39,0.07,,,,,2,3,,1,3,,1019,1028,,71.1,109.3,0.419,0.403,0.558,49.7,49.9,7.4,4.7,0.524,13.8,27.3,0.289
329,UNC Wilmington,12,10,2,0.833,2.38,-8.17,,,,,7,1,,3,1,,946,801,,67.3,117.2,0.436,0.371,0.554,56.8,50.3,7.1,5.8,0.518,13.1,40.9,0.303
330,UT Arlington,12,8,4,0.667,-0.66,-0.06,,,,,4,0,,4,3,,872,771,,69.7,104.3,0.376,0.315,0.542,56.1,52.1,11.6,11.1,0.51,18,37.9,0.256
331,Utah,12,8,4,0.667,4.73,1.15,,,,,7,1,,0,1,,989,946,,71,115,0.391,0.412,0.591,49.9,53.7,8.4,9.6,0.556,14.5,29.8,0.289
332,Utah State,11,10,1,0.909,20.03,4.53,,1,0,,5,0,,1,1,,945,734,,69.4,122.3,0.352,0.382,0.616,55,60.8,15.3,10,0.594,14.8,37.7,0.25
333,Utah Tech,14,7,7,0.5,-5.64,0.81,,,,,4,1,,2,5,,1098,1035,,70.9,107.8,0.321,0.406,0.562,49.8,48.5,10.6,7.2,0.534,15.6,28.7,0.229
334,Utah Valley,13,10,3,0.769,12.12,3.72,,,,,6,0,,1,3,,1089,832,,71.4,117.3,0.292,0.362,0.605,57,64.7,13.9,17.2,0.584,17.5,39.3,0.209
335,UTEP,11,4,7,0.364,-2.77,5.61,,,,,4,2,,0,3,,796,783,,68.9,103.8,0.352,0.34,0.527,48.1,48.3,13.4,11.8,0.502,15.7,31.1,0.227
336,UTSA,12,4,8,0.333,-12.63,1.47,,,,,2,3,,1,4,,855,896,,72.5,98.3,0.301,0.421,0.486,49.2,47.9,10.2,11.6,0.458,14.6,32.1,0.195
337,Valparaiso,12,6,6,0.5,-3.54,-2.27,,0,1,,5,3,,1,3,,880,854,,68.3,106.3,0.328,0.383,0.512,50.5,48.9,9.3,11.8,0.477,13.2,34.6,0.228
338,Vanderbilt,12,12,0,1,26.17,4.25,,,,,6,0,,3,0,,1129,866,,74.3,125.4,0.374,0.467,0.624,54.2,60.4,14.2,14.7,0.593,12.5,32.8,0.284
339,Vermont,14,8,6,0.571,-2.27,-1.94,,,,,4,2,,3,2,,1093,1039,,66.1,116.1,0.32,0.463,0.589,53.3,50.4,7,8.4,0.559,13.1,28.3,0.24
340,Villanova,12,10,2,0.833,17.04,5.29,,1,0,,6,0,,2,1,,944,803,,65.1,119.7,0.302,0.478,0.577,53.7,56.6,10.6,6.2,0.555,13.5,38,0.208
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
341,Virginia,12,11,1,0.917,19.02,-1.65,,,,,8,0,,1,0,,1046,798,,67.6,129,0.396,0.436,0.604,56.6,58.6,11.1,17.5,0.583,12.2,42.4,0.269
342,Virginia Commonwealth,13,9,4,0.692,14,-0.39,,,,,7,1,,0,1,,1126,939,,71.7,120.7,0.436,0.46,0.591,52.5,56.2,11.4,11,0.556,14.2,36.2,0.316
343,VMI,13,5,8,0.385,-18.37,-3.87,,,,,4,1,,1,5,,1015,991,,71.2,109.6,0.305,0.54,0.538,48,52.2,11.2,8.1,0.505,12.8,30.7,0.222
344,Virginia Tech,13,11,2,0.846,11.39,0.93,,,,,8,0,,1,0,,1080,944,,69.2,116.6,0.339,0.372,0.565,50.2,54,10.6,11.3,0.537,11.2,32.2,0.238
345,Wagner,11,5,6,0.455,-9.75,-1.5,,,,,4,0,,1,6,,846,837,,70.4,105.6,0.288,0.377,0.546,52.6,51.1,8.9,8.3,0.521,17.4,34.5,0.201
346,Wake Forest,13,9,4,0.692,13.69,4.08,,,,,7,2,,0,0,,1091,966,,72.8,114.1,0.376,0.429,0.569,51.4,54.7,12.9,12.5,0.528,14.1,34.4,0.285
347,Washington,12,8,4,0.667,13.84,2.26,,1,1,,5,1,,2,2,,999,860,,71,114.8,0.387,0.324,0.549,56.5,49,9.5,11.1,0.503,12.9,38.7,0.296
348,Washington State,13,5,8,0.385,2.45,4.11,,,,,3,3,,0,3,,990,1005,,69.8,109,0.337,0.444,0.583,53.2,47,9,9.2,0.55,17,29.5,0.253
349,Weber State,13,6,7,0.462,-1.12,-0.49,,,,,5,2,,1,5,,1086,962,,73,113.3,0.33,0.341,0.567,55.2,51,10.4,5.6,0.54,14.6,35,0.232
350,West Georgia,12,6,6,0.5,-8.92,2.18,,,,,4,2,,2,4,,915,968,,72.2,103.4,0.27,0.321,0.517,48.6,47.9,9.8,13.3,0.488,14.6,31.3,0.191
351,West Virginia,13,9,4,0.692,9.91,-6.09,,,,,9,0,,0,0,,990,782,,64.8,115.3,0.422,0.422,0.563,53.7,55.6,10.7,9.6,0.531,13.4,33.3,0.291
352,Western Carolina,11,4,7,0.364,-11.41,6.14,,,,,4,0,,0,7,,850,895,,74.3,104,0.276,0.398,0.53,53.2,47.6,10.4,9.1,0.505,16.4,33.4,0.189
353,Western Illinois,13,4,9,0.308,-19.1,-4.3,,0,2,,3,3,,1,6,,887,977,,67.2,100.6,0.357,0.3,0.506,50.4,32.9,8.3,6.9,0.472,15.3,33.2,0.239
354,Western Kentucky,11,7,4,0.636,5.28,4.06,,,,,5,1,,1,1,,929,845,,74.1,112.6,0.443,0.359,0.544,52.5,49.8,11.4,8.2,0.494,12.3,33.2,0.329
355,Western Michigan,13,6,7,0.462,-9.65,-3.38,,0,1,,5,2,,1,5,,983,1019,,71.9,105.2,0.314,0.337,0.543,52.6,52.2,7.1,8.3,0.508,16.8,31.6,0.233
356,Wichita State,13,8,5,0.615,11.61,1.36,,,,,7,1,,1,1,,1013,864,,65.5,117.8,0.376,0.358,0.551,56,44.8,8.5,10.4,0.52,12.1,40.3,0.259
357,William & Mary,12,9,3,0.75,5.81,2.21,,,,,4,0,,3,3,,1042,912,,77.7,111.8,0.418,0.441,0.607,51.1,65.7,11.7,11.4,0.571,17,28.9,0.314
358,Winthrop,14,8,6,0.571,2.16,-3.2,,,,,5,1,,2,5,,1264,1044,,72.4,123.5,0.377,0.464,0.592,55,54.1,10.2,10.6,0.557,12.3,36.8,0.28
359,Wisconsin,12,8,4,0.667,12.92,3.42,,1,1,,7,0,,0,1,,1005,891,,71.2,116.4,0.336,0.509,0.576,53.5,58.9,9.3,9.6,0.537,12.9,31.6,0.262
360,Wofford,12,7,5,0.583,-6.36,-3.45,,,,,4,1,,3,4,,892,900,,68.1,109.1,0.395,0.449,0.53,52.2,58.6,8.9,9.6,0.489,13.1,34.4,0.281
,,Overall,,,,,,,Conf.,,,Home,,,Away,,,Points,,,School Advanced,,,,,,,,,,,,
Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
361,Wright State,13,6,7,0.462,2.13,-0.14,,1,1,,4,2,,1,4,,1010,883,,68.7,112.1,0.315,0.365,0.561,51.5,49.6,13.2,12.3,0.541,14,32.4,0.208
362,Wyoming,12,9,3,0.75,12.96,0.05,,0,1,,8,1,,0,2,,1037,871,,72.4,119.3,0.38,0.38,0.58,56,51.4,11.6,7.5,0.552,13.5,37.1,0.267
363,Xavier,13,9,4,0.692,6.04,3.12,,1,1,,7,2,,1,1,,999,961,,71.6,107.3,0.295,0.432,0.527,48.9,68.8,9.8,10.1,0.501,11.7,27.8,0.2
364,Yale,12,11,1,0.917,8.82,-2.38,,,,,4,1,,3,0,,1047,853,,68.1,128.2,0.379,0.349,0.634,54.5,58.6,8.6,10.4,0.597,11.9,34.8,0.301
365,Youngstown State,13,8,5,0.615,-0.4,-2.76,,2,1,,5,0,,2,4,,1036,897,,69.9,113,0.322,0.481,0.595,51.7,52.5,12.1,9,0.57,17.7,33.6,0.232